Dataset	Variable stem	Variable	Variable label	Current topic	Topic label	New topic
us1_a_marriage	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_hhresp	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_empstat	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_youth	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_income	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_callrec	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_indresp	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_indall	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_child	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_egoalt	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_hhsamp	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_issue	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_cohab	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_natchild	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_adopt	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_marriage	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_hhresp	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_empstat	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_youth	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_income	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_callrec	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_indresp	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_indall	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_child	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_egoalt	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_hhsamp	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_issue	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_cohab	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_natchild	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_adopt	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_marriage	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_hhresp	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_empstat	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_youth	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_income	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_callrec	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_indresp	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_indall	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_child	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_egoalt	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_hhsamp	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_issue	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_cohab	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_natchild	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_adopt	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_marriage	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_hhresp	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_empstat	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_youth	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_income	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_callrec	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_indresp	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_indall	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_child	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_egoalt	 hidp	a_hidp	household identifier (public release)	115	Administration	115
us1_a_youth	 hhresp_dv	a_hhresp_dv	Household response status	115	Administration	115
us1_a_child	 hhresp_dv	a_hhresp_dv	Household response status	115	Administration	115
us1_a_indresp	 hhresp_dv	a_hhresp_dv	Household response status	115	Administration	115
us1_a_indall	 hhresp_dv	a_hhresp_dv	Household response status	115	Administration	115
us1_a_natchild	 hhorig	a_hhorig	sample origin	115	Administration	115
us1_a_adopt	 hhorig	a_hhorig	sample origin	115	Administration	115
us1_a_cohab	 hhorig	a_hhorig	sample origin	115	Administration	115
us1_a_empstat	 hhorig	a_hhorig	sample origin	115	Administration	115
us1_a_issue	 hhorig	a_hhorig	sample origin	115	Administration	115
us1_a_child	 hhorig	a_hhorig	sample origin	115	Administration	115
us1_a_marriage	 hhorig	a_hhorig	sample origin	115	Administration	115
us1_a_callrec	 hhorig	a_hhorig	sample origin	115	Administration	115
us1_a_hhsamp	 hhorig	a_hhorig	sample origin	115	Administration	115
us1_a_egoalt	 hhorig	a_hhorig	sample origin	115	Administration	115
us1_a_hhresp	 hhorig	a_hhorig	sample origin	115	Administration	115
us1_a_income	 hhorig	a_hhorig	sample origin	115	Administration	115
us1_a_youth	 hhorig	a_hhorig	sample origin	115	Administration	115
us1_a_indresp	 hhorig	a_hhorig	sample origin	115	Administration	115
us1_a_indall	 hhorig	a_hhorig	sample origin	115	Administration	115
ce_indresp_w	 dv	bornuk_dv	Born in UK (derived)	11601	Demographics (CV19)	10101
cb_indresp_t	 dv	bornuk_dv	Born in UK (derived)	11601	Demographics (CV19)	10101
cb_indresp_w	 dv	bornuk_dv	Born in UK (derived)	11601	Demographics (CV19)	10101
ca_indresp_w	 dv	bornuk_dv	Born in UK (derived)	11601	Demographics (CV19)	10101
cf_indresp_w	 dv	bornuk_dv	Born in UK (derived)	11601	Demographics (CV19)	10101
cf_indresp_t	 dv	bornuk_dv	Born in UK (derived)	11601	Demographics (CV19)	10101
cc_indresp_w	 dv	bornuk_dv	Born in UK (derived)	11601	Demographics (CV19)	10101
cg_indresp_w	 dv	bornuk_dv	Born in UK (derived)	11601	Demographics (CV19)	10101
ch_indresp_w	 dv	bornuk_dv	Born in UK (derived)	11601	Demographics (CV19)	10101
cd_indresp_w	 dv	bornuk_dv	Born in UK (derived)	11601	Demographics (CV19)	10101
ce_indresp_w	 dv	bornuk_dv	Born in UK (derived)	11601	Demographics (CV19)	10101
cb_indresp_t	 dv	bornuk_dv	Born in UK (derived)	11601	Demographics (CV19)	10101
cb_indresp_w	 dv	bornuk_dv	Born in UK (derived)	11601	Demographics (CV19)	10101
ca_indresp_w	 dv	bornuk_dv	Born in UK (derived)	11601	Demographics (CV19)	10101
cf_indresp_w	 dv	bornuk_dv	Born in UK (derived)	11601	Demographics (CV19)	10101
cf_indresp_t	 dv	bornuk_dv	Born in UK (derived)	11601	Demographics (CV19)	10101
cc_indresp_w	 dv	bornuk_dv	Born in UK (derived)	11601	Demographics (CV19)	10101
cg_indresp_w	 dv	bornuk_dv	Born in UK (derived)	11601	Demographics (CV19)	10101
ch_indresp_w	 dv	bornuk_dv	Born in UK (derived)	11601	Demographics (CV19)	10101
cd_indresp_w	 dv	bornuk_dv	Born in UK (derived)	11601	Demographics (CV19)	10101
us2_b_indresp	 ukborn	b_ukborn	born in uk	101	Demographics	10101
us1_a_indresp	 ukborn	a_ukborn	born in uk	101	Demographics	10101
us8_h_indresp	 ukborn	h_ukborn	Born in UK	10101	Place of birth	10101
us7_g_indresp	 ukborn	g_ukborn	Born in UK	10101	Place of birth	10101
us6_f_indresp	 ukborn	f_ukborn	born in uk	10101	Place of birth	10101
us5_e_indresp	 ukborn	e_ukborn	born in the uk	10101	Place of birth	10101
us4_d_indresp	 ukborn	d_ukborn	born in uk	10101	Place of birth	10101
us3_c_indresp	 ukborn	c_ukborn	born in the uk	10101	Place of birth	10101
us8_h_indresp	pns2sex	h_pns2sex	Nat/step/adopt parent 2: Sex	115	Administration	10102
us8_h_indresp	pns1sex	h_pns1sex	Nat/step/adopt parent 1: Sex	115	Administration	10102
us8_h_indall	pns1sex	h_pns1sex	Nat/step/adopt parent 1: Sex	115	Administration	10102
us8_h_indresp	pn2sex	h_pn2sex	Natural parent 2: Sex	115	Administration	10102
us8_h_indresp	pn1sex	h_pn1sex	Natural parent 1: Sex	115	Administration	10102
us8_h_newborn	 lchsxcor	h_lchsxcor	Diabetes	 no_topic	Physical health	10102
us8_h_newborn	 lchsx	h_lchsx	Why not reported operating system - Other reason	 no_topic	Administration (CV19)	10102
us7_g_indresp	pns2sex	g_pns2sex	Nat/step/adopt parent 2: Sex	115	Administration	10102
us7_g_indall	pns1sex	g_pns1sex	Nat/step/adopt parent 1: Sex	115	Administration	10102
us7_g_indresp	pns1sex	g_pns1sex	Nat/step/adopt parent 1: Sex	115	Administration	10102
us7_g_indresp	pn2sex	g_pn2sex	Natural parent 2: Sex	115	Administration	10102
us7_g_indresp	pn1sex	g_pn1sex	Natural parent 1: Sex	115	Administration	10102
us6_f_indall	pns1sex	f_pns1sex	Nat/step/adopt parent 1: Sex	115	Administration	10102
us6_f_natchild	 lchsx	f_lchsx	sex of non-resident biological child	107	Family and social networks	10102
us5_e_indall	pns1sex	e_pns1sex	Nat/step/adopt parent 1: Sex	115	Administration	10102
us4_d_indall	pns1sex	d_pns1sex	Nat/step/adopt parent 1: Sex	115	Administration	10102
ch_youth_p	 chsex	ch_chsex	avoid place no. 7: reasons avoided places: none of the above	 no_topic	Criminal behaviour	10102
ch_schild_w	 chsex	ch_chsex	Child's sex	11601	Demographics (CV19)	10102
cg_schild_w	 chsex	cg_chsex	Child's sex	11601	Demographics (CV19)	10102
cf_youth_p	 chsex	cf_chsex	Child's sex	11601	Demographics (CV19)	10102
cf_schild_t	 chsex	cf_chsex	Child's sex	11601	Demographics (CV19)	10102
cf_schild_w	 chsex	cf_chsex	Child's sex	11601	Demographics (CV19)	10102
ce_schild_w	 chsex	ce_chsex	Child's sex	11601	Demographics (CV19)	10102
cd_schild_w	 chsex	cd_chsex	Child's sex	11601	Demographics (CV19)	10102
cd_youth_p	 chsex	cd_chsex	Child's sex	11601	Demographics (CV19)	10102
cb_indresp_t	 sex	cb_sex	Sex, derived	11601	Demographics (CV19)	10102
cb_indresp_w	 sex	cb_sex	Respondent sex	11601	Demographics (CV19)	10102
ca_indresp_w	 sex	ca_sex	Respondent sex	11601	Demographics (CV19)	10102
ca_schild_w	 chsex	ca_chsex	Child's sex	 no_topic	Demographics (CV19)	10102
us3_c_child	 ppsex	c_ppsex	Partner's sex	10103	Ethnic group	10102
us3_c_indall	pns1sex	c_pns1sex	Nat/step/adopt parent 1: Sex	115	Administration	10102
us2_b_child	 ppsex	b_ppsex	Partner's sex	10103	Ethnic group	10102
us2_b_indall	pns1sex	b_pns1sex	Nat/step/adopt parent 1: Sex	115	Administration	10102
us1_a_indall	pns1sex	a_pns1sex	Nat/step/adopt parent 1: Sex	115	Administration	10102
us1_a_natchild	 lchsx	a_lchsx	sex of non-resident biological child	107	Family and social networks	10102
us8_h_youth	 sex	h_sex	sex	10102	Gender	10102
us8_h_indresp	 sex	h_sex	sex	10102	Gender	10102
us8_h_indall	 sex	h_sex	sex	10102	Gender	10102
us8_h_egoalt	 sex	h_sex	sex	10102	Gender	10102
us8_h_child	 sex	h_sex	sex	10102	Gender	10102
us8_h_indresp	 ppsex	h_ppsex	Partner's sex	10102	Gender	10102
us8_h_indall	 ppsex	h_ppsex	Partner's sex	10102	Gender	10102
us8_h_youth	pns2sex	h_pns2sex	Nat/step/adopt parent 2: Sex	10102	Gender	10102
us8_h_indall	pns2sex	h_pns2sex	Nat/step/adopt parent 2: Sex	10102	Gender	10102
us8_h_child	pns2sex	h_pns2sex	Nat/step/adopt parent 2: Sex	10102	Gender	10102
us8_h_youth	pns1sex	h_pns1sex	Nat/step/adopt parent 1: Sex	10102	Gender	10102
us8_h_child	pns1sex	h_pns1sex	Nat/step/adopt parent 1: Sex	10102	Gender	10102
us8_h_youth	pn2sex	h_pn2sex	Natural parent 2: Sex	10102	Gender	10102
us8_h_indall	pn2sex	h_pn2sex	Natural parent 2: Sex	10102	Gender	10102
us8_h_child	pn2sex	h_pn2sex	Natural parent 2: Sex	10102	Gender	10102
us8_h_youth	pn1sex	h_pn1sex	Natural parent 1: Sex	10102	Gender	10102
us8_h_indall	pn1sex	h_pn1sex	Natural parent 1: Sex	10102	Gender	10102
us8_h_child	pn1sex	h_pn1sex	Natural parent 1: Sex	10102	Gender	10102
us7_g_child	 sex	g_sex	sex	10102	Gender	10102
us7_g_youth	 sex	g_sex	sex	10102	Gender	10102
us7_g_egoalt	 sex	g_sex	sex	10102	Gender	10102
us7_g_indresp	 sex	g_sex	sex	10102	Gender	10102
us7_g_indall	 sex	g_sex	sex	10102	Gender	10102
us7_g_indresp	 ppsex	g_ppsex	Partner's sex	10102	Gender	10102
us7_g_indall	 ppsex	g_ppsex	Partner's sex	10102	Gender	10102
us7_g_child	pns2sex	g_pns2sex	Nat/step/adopt parent 2: Sex	10102	Gender	10102
us7_g_youth	pns2sex	g_pns2sex	Nat/step/adopt parent 2: Sex	10102	Gender	10102
us7_g_indall	pns2sex	g_pns2sex	Nat/step/adopt parent 2: Sex	10102	Gender	10102
us7_g_child	pns1sex	g_pns1sex	Nat/step/adopt parent 1: Sex	10102	Gender	10102
us7_g_youth	pns1sex	g_pns1sex	Nat/step/adopt parent 1: Sex	10102	Gender	10102
us7_g_child	pn2sex	g_pn2sex	Natural parent 2: Sex	10102	Gender	10102
us7_g_indall	pn2sex	g_pn2sex	Natural parent 2: Sex	10102	Gender	10102
us7_g_youth	pn2sex	g_pn2sex	Natural parent 2: Sex	10102	Gender	10102
us7_g_youth	pn1sex	g_pn1sex	Natural parent 1: Sex	10102	Gender	10102
us7_g_indall	pn1sex	g_pn1sex	Natural parent 1: Sex	10102	Gender	10102
us7_g_child	pn1sex	g_pn1sex	Natural parent 1: Sex	10102	Gender	10102
us7_g_newborn	 lchsxcor	g_lchsxcor	Newborn child's sex	10102	Gender	10102
us7_g_newborn	 lchsx	g_lchsx	Child's sex	10102	Gender	10102
us6_f_egoalt	 sex	f_sex	sex	10102	Gender	10102
us6_f_youth	 sex	f_sex	sex	10102	Gender	10102
us6_f_indall	 sex	f_sex	sex	10102	Gender	10102
us6_f_indresp	 sex	f_sex	sex	10102	Gender	10102
us6_f_child	 sex	f_sex	sex	10102	Gender	10102
us6_f_indresp	 ppsex	f_ppsex	Partner's sex	10102	Gender	10102
us6_f_indall	 ppsex	f_ppsex	Partner's sex	10102	Gender	10102
us6_f_youth	pns2sex	f_pns2sex	Nat/step/adopt parent 2: Sex	10102	Gender	10102
us6_f_indresp	pns2sex	f_pns2sex	Nat/step/adopt parent 2: Sex	10102	Gender	10102
us6_f_child	pns2sex	f_pns2sex	Nat/step/adopt parent 2: Sex	10102	Gender	10102
us6_f_indall	pns2sex	f_pns2sex	Nat/step/adopt parent 2: Sex	10102	Gender	10102
us6_f_child	pns1sex	f_pns1sex	Nat/step/adopt parent 1: Sex	10102	Gender	10102
us6_f_youth	pns1sex	f_pns1sex	Nat/step/adopt parent 1: Sex	10102	Gender	10102
us6_f_indresp	pns1sex	f_pns1sex	Nat/step/adopt parent 1: Sex	10102	Gender	10102
us6_f_child	pn2sex	f_pn2sex	Natural parent 2: Sex	10102	Gender	10102
us6_f_youth	pn2sex	f_pn2sex	Natural parent 2: Sex	10102	Gender	10102
us6_f_indall	pn2sex	f_pn2sex	Natural parent 2: Sex	10102	Gender	10102
us6_f_indresp	pn2sex	f_pn2sex	Natural parent 2: Sex	10102	Gender	10102
us6_f_indall	pn1sex	f_pn1sex	Natural parent 1: Sex	10102	Gender	10102
us6_f_child	pn1sex	f_pn1sex	Natural parent 1: Sex	10102	Gender	10102
us6_f_youth	pn1sex	f_pn1sex	Natural parent 1: Sex	10102	Gender	10102
us6_f_indresp	pn1sex	f_pn1sex	Natural parent 1: Sex	10102	Gender	10102
us6_f_newborn	 lchsxcor	f_lchsxcor	newborn child's sex	10102	Gender	10102
us6_f_newborn	 lchsx	f_lchsx	child's sex	10102	Gender	10102
us5_e_youth	 sex	e_sex	sex	10102	Gender	10102
us5_e_indall	 sex	e_sex	sex	10102	Gender	10102
us5_e_egoalt	 sex	e_sex	sex	10102	Gender	10102
us5_e_indresp	 sex	e_sex	sex	10102	Gender	10102
us5_e_child	 sex	e_sex	sex	10102	Gender	10102
us5_e_indall	 ppsex	e_ppsex	Partner's sex	10102	Gender	10102
us5_e_indresp	 ppsex	e_ppsex	Partner's sex	10102	Gender	10102
us5_e_child	pns2sex	e_pns2sex	Nat/step/adopt parent 2: Sex	10102	Gender	10102
us5_e_youth	pns2sex	e_pns2sex	Nat/step/adopt parent 2: Sex	10102	Gender	10102
us5_e_indresp	pns2sex	e_pns2sex	Nat/step/adopt parent 2: Sex	10102	Gender	10102
us5_e_indall	pns2sex	e_pns2sex	Nat/step/adopt parent 2: Sex	10102	Gender	10102
us5_e_child	pns1sex	e_pns1sex	Nat/step/adopt parent 1: Sex	10102	Gender	10102
us5_e_indresp	pns1sex	e_pns1sex	Nat/step/adopt parent 1: Sex	10102	Gender	10102
us5_e_youth	pns1sex	e_pns1sex	Nat/step/adopt parent 1: Sex	10102	Gender	10102
us5_e_indall	pn2sex	e_pn2sex	Natural parent 2: Sex	10102	Gender	10102
us5_e_youth	pn2sex	e_pn2sex	Natural parent 2: Sex	10102	Gender	10102
us5_e_child	pn2sex	e_pn2sex	Natural parent 2: Sex	10102	Gender	10102
us5_e_indresp	pn2sex	e_pn2sex	Natural parent 2: Sex	10102	Gender	10102
us5_e_indall	pn1sex	e_pn1sex	Natural parent 1: Sex	10102	Gender	10102
us5_e_youth	pn1sex	e_pn1sex	Natural parent 1: Sex	10102	Gender	10102
us5_e_indresp	pn1sex	e_pn1sex	Natural parent 1: Sex	10102	Gender	10102
us5_e_child	pn1sex	e_pn1sex	Natural parent 1: Sex	10102	Gender	10102
us5_e_newborn	 lchsxcor	e_lchsxcor	newborn child s sex	10102	Gender	10102
us5_e_newborn	 lchsx	e_lchsx	sex of child	10102	Gender	10102
us4_d_indresp	 sex	d_sex	sex	10102	Gender	10102
us4_d_child	 sex	d_sex	sex	10102	Gender	10102
us4_d_youth	 sex	d_sex	sex	10102	Gender	10102
us4_d_indall	 sex	d_sex	sex	10102	Gender	10102
us4_d_egoalt	 sex	d_sex	sex	10102	Gender	10102
us4_d_indall	 ppsex	d_ppsex	Partner's sex	10102	Gender	10102
us4_d_indresp	 ppsex	d_ppsex	Partner's sex	10102	Gender	10102
us4_d_youth	pns2sex	d_pns2sex	Nat/step/adopt parent 2: Sex	10102	Gender	10102
us4_d_indall	pns2sex	d_pns2sex	Nat/step/adopt parent 2: Sex	10102	Gender	10102
us4_d_indresp	pns2sex	d_pns2sex	Nat/step/adopt parent 2: Sex	10102	Gender	10102
us4_d_child	pns2sex	d_pns2sex	Nat/step/adopt parent 2: Sex	10102	Gender	10102
us4_d_youth	pns1sex	d_pns1sex	Nat/step/adopt parent 1: Sex	10102	Gender	10102
us4_d_child	pns1sex	d_pns1sex	Nat/step/adopt parent 1: Sex	10102	Gender	10102
us4_d_indresp	pns1sex	d_pns1sex	Nat/step/adopt parent 1: Sex	10102	Gender	10102
us4_d_youth	pn2sex	d_pn2sex	Natural parent 2: Sex	10102	Gender	10102
us4_d_child	pn2sex	d_pn2sex	Natural parent 2: Sex	10102	Gender	10102
us4_d_indall	pn2sex	d_pn2sex	Natural parent 2: Sex	10102	Gender	10102
us4_d_indresp	pn2sex	d_pn2sex	Natural parent 2: Sex	10102	Gender	10102
us4_d_youth	pn1sex	d_pn1sex	Natural parent 1: Sex	10102	Gender	10102
us4_d_indresp	pn1sex	d_pn1sex	Natural parent 1: Sex	10102	Gender	10102
us4_d_indall	pn1sex	d_pn1sex	Natural parent 1: Sex	10102	Gender	10102
us4_d_child	pn1sex	d_pn1sex	Natural parent 1: Sex	10102	Gender	10102
us4_d_newborn	 lchsx	d_lchsx	child's sex	10102	Gender	10102
us3_c_indall	 sex	c_sex	sex	10102	Gender	10102
us3_c_youth	 sex	c_sex	sex	10102	Gender	10102
us3_c_child	 sex	c_sex	sex	10102	Gender	10102
us3_c_egoalt	 sex	c_sex	sex	10102	Gender	10102
us3_c_indresp	 sex	c_sex	sex	10102	Gender	10102
us3_c_indall	 ppsex	c_ppsex	Partner's sex	10102	Gender	10102
us3_c_indresp	 ppsex	c_ppsex	Partner's sex	10102	Gender	10102
us3_c_indresp	pns2sex	c_pns2sex	Nat/step/adopt parent 2: Sex	10102	Gender	10102
us3_c_youth	pns2sex	c_pns2sex	Nat/step/adopt parent 2: Sex	10102	Gender	10102
us3_c_indall	pns2sex	c_pns2sex	Nat/step/adopt parent 2: Sex	10102	Gender	10102
us3_c_child	pns2sex	c_pns2sex	Nat/step/adopt parent 2: Sex	10102	Gender	10102
us3_c_youth	pns1sex	c_pns1sex	Nat/step/adopt parent 1: Sex	10102	Gender	10102
us3_c_child	pns1sex	c_pns1sex	Nat/step/adopt parent 1: Sex	10102	Gender	10102
us3_c_indresp	pns1sex	c_pns1sex	Nat/step/adopt parent 1: Sex	10102	Gender	10102
us3_c_indresp	pn2sex	c_pn2sex	Natural parent 2: Sex	10102	Gender	10102
us3_c_youth	pn2sex	c_pn2sex	Natural parent 2: Sex	10102	Gender	10102
us3_c_child	pn2sex	c_pn2sex	Natural parent 2: Sex	10102	Gender	10102
us3_c_indall	pn2sex	c_pn2sex	Natural parent 2: Sex	10102	Gender	10102
us3_c_child	pn1sex	c_pn1sex	Natural parent 1: Sex	10102	Gender	10102
us3_c_indall	pn1sex	c_pn1sex	Natural parent 1: Sex	10102	Gender	10102
us3_c_indresp	pn1sex	c_pn1sex	Natural parent 1: Sex	10102	Gender	10102
us3_c_youth	pn1sex	c_pn1sex	Natural parent 1: Sex	10102	Gender	10102
us3_c_newborn	 lchsx	c_lchsx	sex of child	10102	Gender	10102
us2_b_child	 sex	b_sex	sex	10102	Gender	10102
us2_b_indresp	 sex	b_sex	sex	10102	Gender	10102
us2_b_youth	 sex	b_sex	sex	10102	Gender	10102
us2_b_indall	 sex	b_sex	sex	10102	Gender	10102
us2_b_egoalt	 sex	b_sex	sex	10102	Gender	10102
us2_b_indresp	 ppsex	b_ppsex	Partner's sex	10102	Gender	10102
us2_b_indall	 ppsex	b_ppsex	Partner's sex	10102	Gender	10102
us2_b_indresp	pns2sex	b_pns2sex	Nat/step/adopt parent 2: Sex	10102	Gender	10102
us2_b_youth	pns2sex	b_pns2sex	Nat/step/adopt parent 2: Sex	10102	Gender	10102
us2_b_indall	pns2sex	b_pns2sex	Nat/step/adopt parent 2: Sex	10102	Gender	10102
us2_b_child	pns2sex	b_pns2sex	Nat/step/adopt parent 2: Sex	10102	Gender	10102
us2_b_child	pns1sex	b_pns1sex	Nat/step/adopt parent 1: Sex	10102	Gender	10102
us2_b_youth	pns1sex	b_pns1sex	Nat/step/adopt parent 1: Sex	10102	Gender	10102
us2_b_indresp	pns1sex	b_pns1sex	Nat/step/adopt parent 1: Sex	10102	Gender	10102
us2_b_child	pn2sex	b_pn2sex	Natural parent 2: Sex	10102	Gender	10102
us2_b_youth	pn2sex	b_pn2sex	Natural parent 2: Sex	10102	Gender	10102
us2_b_indresp	pn2sex	b_pn2sex	Natural parent 2: Sex	10102	Gender	10102
us2_b_indall	pn2sex	b_pn2sex	Natural parent 2: Sex	10102	Gender	10102
us2_b_indall	pn1sex	b_pn1sex	Natural parent 1: Sex	10102	Gender	10102
us2_b_indresp	pn1sex	b_pn1sex	Natural parent 1: Sex	10102	Gender	10102
us2_b_youth	pn1sex	b_pn1sex	Natural parent 1: Sex	10102	Gender	10102
us2_b_child	pn1sex	b_pn1sex	Natural parent 1: Sex	10102	Gender	10102
us2_b_newborn	 lchsx	b_lchsx	child's sex	10102	Gender	10102
us1_a_indall	 sex	a_sex	sex	10102	Gender	10102
us1_a_youth	 sex	a_sex	sex	10102	Gender	10102
us1_a_child	 sex	a_sex	sex	10102	Gender	10102
us1_a_indresp	 sex	a_sex	sex	10102	Gender	10102
us1_a_indall	 ppsex	a_ppsex	Partner's sex	10102	Gender	10102
us1_a_indresp	 ppsex	a_ppsex	Partner's sex	10102	Gender	10102
us1_a_indall	pns2sex	a_pns2sex	Nat/step/adopt parent 2: Sex	10102	Gender	10102
us1_a_child	pns2sex	a_pns2sex	Nat/step/adopt parent 2: Sex	10102	Gender	10102
us1_a_youth	pns2sex	a_pns2sex	Nat/step/adopt parent 2: Sex	10102	Gender	10102
us1_a_indresp	pns2sex	a_pns2sex	Nat/step/adopt parent 2: Sex	10102	Gender	10102
us1_a_child	pns1sex	a_pns1sex	Nat/step/adopt parent 1: Sex	10102	Gender	10102
us1_a_indresp	pns1sex	a_pns1sex	Nat/step/adopt parent 1: Sex	10102	Gender	10102
us1_a_youth	pns1sex	a_pns1sex	Nat/step/adopt parent 1: Sex	10102	Gender	10102
us1_a_indall	pn2sex	a_pn2sex	Natural parent 2: Sex	10102	Gender	10102
us1_a_youth	pn2sex	a_pn2sex	Natural parent 2: Sex	10102	Gender	10102
us1_a_indresp	pn2sex	a_pn2sex	Natural parent 2: Sex	10102	Gender	10102
us1_a_child	pn2sex	a_pn2sex	Natural parent 2: Sex	10102	Gender	10102
us1_a_indresp	pn1sex	a_pn1sex	Natural parent 1: Sex	10102	Gender	10102
us1_a_youth	pn1sex	a_pn1sex	Natural parent 1: Sex	10102	Gender	10102
us1_a_child	pn1sex	a_pn1sex	Natural parent 1: Sex	10102	Gender	10102
us1_a_indall	pn1sex	a_pn1sex	Natural parent 1: Sex	10102	Gender	10102
cb_indresp_t	 dv	racel_dv	Ethnic group incorp. all waves, codings, modes and bhps	11615	Administration (CV19)	10103
cb_indresp_t	 dv	racel_dv	Ethnic group incorp. all waves, codings, modes and bhps	11615	Administration (CV19)	10103
cd_indresp_w	 dv	racel_dv	Ethnic group incorp. all waves, codings, modes and bhps	11601	Demographics (CV19)	10103
cg_indresp_w	 dv	racel_dv	Ethnic group incorp. all waves, codings, modes and bhps	11601	Demographics (CV19)	10103
ca_indresp_w	 dv	racel_dv	Ethnic group incorp. all waves, codings, modes and bhps	11601	Demographics (CV19)	10103
ch_indresp_w	 dv	racel_dv	Ethnic group incorp. all waves, codings, modes and bhps	11601	Demographics (CV19)	10103
cf_indresp_t	 dv	racel_dv	Ethnic group incorp. all waves, codings, modes and bhps	11601	Demographics (CV19)	10103
cf_indresp_w	 dv	racel_dv	Ethnic group incorp. all waves, codings, modes and bhps	11601	Demographics (CV19)	10103
cc_indresp_w	 dv	racel_dv	Ethnic group incorp. all waves, codings, modes and bhps	11601	Demographics (CV19)	10103
ce_indresp_w	 dv	racel_dv	Ethnic group incorp. all waves, codings, modes and bhps	11601	Demographics (CV19)	10103
cb_indresp_w	 dv	racel_dv	Ethnic group incorp. all waves, codings, modes and bhps	11601	Demographics (CV19)	10103
cd_indresp_w	 dv	racel_dv	Ethnic group incorp. all waves, codings, modes and bhps	11601	Demographics (CV19)	10103
cg_indresp_w	 dv	racel_dv	Ethnic group incorp. all waves, codings, modes and bhps	11601	Demographics (CV19)	10103
ca_indresp_w	 dv	racel_dv	Ethnic group incorp. all waves, codings, modes and bhps	11601	Demographics (CV19)	10103
ch_indresp_w	 dv	racel_dv	Ethnic group incorp. all waves, codings, modes and bhps	11601	Demographics (CV19)	10103
cf_indresp_t	 dv	racel_dv	Ethnic group incorp. all waves, codings, modes and bhps	11601	Demographics (CV19)	10103
cf_indresp_w	 dv	racel_dv	Ethnic group incorp. all waves, codings, modes and bhps	11601	Demographics (CV19)	10103
